"","user_id","score"
"320",1437468,6
"321",1437483,5
"322",1437484,6
"323",1437485,6
"324",1437491,6
"325",1437530,6
"326",1437531,6
"327",1437539,3
"328",1437543,6
"329",1437560,6
"330",1437566,6
"331",1437572,6
"332",1437577,6
"333",1437582,6
"334",1437589,6
"335",1437599,6
"336",1437618,5
"337",1437624,6
"338",1437643,6
"339",1437648,6
"340",1437667,4
"341",1437679,6
"342",1437681,6
"343",1437685,1
"344",1437689,6
"345",1437698,6
"346",1437699,6
"347",1437710,6
"348",1437744,5
"349",1437762,4
"350",1437767,5
"351",1437797,5
"352",1437841,2
"353",1437846,0
"354",1437872,6
"355",1437905,6
"356",1437912,6
"357",1437921,6
"358",1437924,6
"359",1437930,6
"360",1437952,6
"361",1437955,6
"362",1437957,1
"363",1437962,4
"364",1437964,6
"365",1437969,6
"366",1437987,5
"367",1438003,6
"368",1438007,5
"369",1438014,5
"370",1438016,5
"371",1438032,6
"372",1438034,6
"373",1438048,6
"374",1438054,5
"375",1438060,4
"376",1438074,5
"377",1438089,5
"378",1438092,6
"379",1438099,5
"380",1438105,0
"381",1438118,5
"382",1438122,6
"383",1438152,6
"384",1438156,2
"385",1438161,5
"386",1438163,0
"387",1438174,5
"388",1438195,6
"389",1438210,6
"390",1438215,5
"391",1438260,5
"392",1438263,4
"393",1438266,6
"394",1438271,6
"395",1438316,5
"396",1438329,6
"397",1438333,6
"398",1438347,5
"399",1438358,6
"400",1438373,6
"401",1438408,6
"402",1438413,6
"403",1438418,0
"404",1438427,0
"405",1438435,6
"406",1438440,6
"407",1438444,6
"408",1438448,5
"409",1438449,6
"410",1438454,6
"411",1438465,6
"412",1438466,1
"413",1438469,6
"414",1438477,6
"415",1438552,6
"416",1438555,6
"417",1438565,5
"418",1438568,5
"419",1438576,6
"420",1438587,6
"421",1438592,6
"422",1438595,0
"423",1438596,6
"424",1438607,6
"425",1438622,6
"426",1438632,5
"427",1438664,6
"428",1438671,6
"429",1438677,6
"430",1438680,6
"431",1438691,6
"432",1438697,5
"433",1438705,6
"434",1438707,6
"435",1438718,5
"436",1438741,6
"437",1438750,6
"438",1438762,6
"439",1438769,5
"440",1438772,6
"441",1438798,6
"442",1438806,4
"443",1438808,6
"444",1438820,6
"445",1438832,6
"446",1438834,6
"447",1438839,6
"448",1438840,6
"449",1438853,6
"450",1438856,2
"451",1438859,6
"452",1438861,6
"453",1438904,6
"454",1438908,6
"455",1438912,6
"456",1438920,6
"457",1438932,5
"458",1438946,6
"459",1438949,5
"460",1438959,5
"461",1438962,5
"462",1438979,6
"463",1438988,6
"464",1438991,6
"465",1439008,4
"466",1439010,5
"467",1439018,3
"468",1439034,5
"469",1439062,3
"470",1439088,6
"471",1439105,4
"472",1439122,5
"473",1439137,6
"474",1439138,4
"475",1439144,6
"476",1439148,6
"477",1439154,6
"478",1439169,6
"479",1439182,6
"480",1439191,6
"481",1439199,6
"482",1439204,6
"483",1439225,6
"484",1439228,6
"485",1439268,6
"486",1439279,1
"487",1439296,6
"488",1439297,6
"489",1439303,6
"490",1439324,4
"491",1439339,5
"492",1439352,6
"493",1439374,6
"494",1439377,0
"495",1439380,6
"496",1439383,0
"497",1439406,6
"498",1439449,5
"499",1439466,6
"500",1439470,6
"501",1439471,6
"502",1439475,6
"503",1439479,5
"504",1439483,6
"505",1439495,6
"506",1439499,6
"507",1439508,6
"508",1439515,5
"509",1439518,6
"510",1439528,6
"511",1439540,4
"512",1439544,6
"513",1439545,3
"514",1439566,5
"515",1439584,1
"516",1439588,6
"517",1439609,0
"518",1439618,6
"519",1439627,6
"520",1439640,6
"521",1439652,6
"522",1439656,6
"523",1439672,6
"524",1439676,5
"525",1439702,4
"526",1439716,6
"527",1439743,5
"528",1439805,6
"529",1439820,6
"530",1439856,6
"531",1439866,6
"532",1439868,6
"533",1439882,6
"534",1439885,6
"535",1439910,6
"536",1439913,6
"537",1439919,6
"538",1439922,6
"539",1439946,6
"540",1439953,6
"541",1439965,6
"542",1439980,4
"543",1440009,6
"544",1440010,6
"545",1440023,6
"546",1440085,6
"547",1440110,6
"548",1440136,6
"549",1440152,5
"550",1440171,5
"551",1440188,6
"552",1440207,6
"553",1440213,6
"554",1440218,0
"555",1440225,6
"556",1440236,5
"557",1440239,4
"558",1440256,0
"559",1440295,5
"560",1440312,5
"561",1440321,6
"562",1440333,6
"563",1440334,6
"564",1440341,3
"565",1440358,6
"566",1440359,3
"567",1440365,6
"568",1440384,5
"569",1440388,6
"570",1440391,6
"571",1440401,6
"572",1440418,6
"573",1440435,6
"574",1440445,5
"575",1440452,2
"576",1440466,6
"577",1440474,4
"578",1440487,6
"579",1440500,6
"580",1440510,6
"581",1440525,6
"582",1440542,0
"583",1440553,6
"584",1440562,4
"585",1440567,6
"586",1440573,6
"587",1440579,6
"588",1440584,6
"589",1440609,5
"590",1440613,6
"591",1440619,6
"592",1440621,5
"593",1440635,5
"594",1440644,5
"595",1440649,6
"596",1440650,6
"597",1440661,6
"598",1440665,6
"599",1440674,6
"600",1440681,6
"601",1440682,6
"602",1440684,3
"603",1440687,6
"604",1440693,0
"605",1440698,6
"606",1440714,6
"607",1440715,3
"608",1440742,6
"609",1440753,0
"610",1440754,6
"611",1440758,6
"612",1440777,5
"613",1440799,3
"614",1440803,5
"615",1440805,6
"616",1440808,6
"617",1440811,0
"618",1440825,2
"619",1440835,6
"620",1440836,6
"621",1440870,5
"622",1440872,6
"623",1440875,6
"624",1440881,5
"625",1440890,6
"626",1440891,6
"627",1440892,6
"628",1440931,5
"629",1440953,5
"630",1440954,6
"631",1440971,0
"632",1441004,6
"633",1441008,6
"634",1441040,6
"635",1441049,5
"636",1441051,6
"637",1441058,6
"638",1441060,6
"639",1441071,6
"640",1441078,5
"641",1441105,5
"642",1441106,6
"643",1441107,6
"644",1441112,6
"645",1441124,6
"646",1441133,5
"647",1441134,6
"648",1441135,0
"649",1441137,6
"650",1441145,6
"651",1441148,0
"652",1441151,0
"653",1441159,6
"654",1441160,6
"655",1441161,5
"656",1441162,6
"657",1441164,5
"658",1441185,5
"659",1441223,6
"660",1441266,5
"661",1441285,6
"662",1441293,6
"663",1441311,6
"664",1441343,6
"665",1441353,6
"666",1441365,6
"667",1441382,5
"668",1441386,0
"669",1441392,6
"670",1441397,6
"671",1441422,2
"672",1441425,6
"673",1441431,6
"674",1441435,6
"675",1441436,5
"676",1441438,4
"677",1441441,5
"678",1441452,3
"679",1441455,0
"680",1441472,6
"681",1441479,6
"682",1441485,5
"683",1441492,6
"684",1441493,6
"685",1441500,5
"686",1441505,6
"687",1441508,6
"688",1441524,5
"689",1441526,6
"690",1441543,4
"691",1441552,5
"692",1441555,6
"693",1441571,5
"694",1441583,6
"695",1441594,6
"696",1441595,6
"697",1441619,6
"698",1441621,6
"699",1441660,6
"700",1441666,6
"701",1441686,6
"702",1441688,6
"703",1441728,6
"704",1441730,6
"705",1441731,5
"706",1441742,6
"707",1441746,6
"708",1441760,5
"709",1441761,5
"710",1441764,6
"711",1441766,6
"712",1441773,6
"713",1441787,3
"714",1441790,3
"715",1441793,6
"716",1441795,4
"717",1441804,5
"718",1441806,6
"719",1441817,6
"720",1441823,6
"721",1441825,5
"722",1441837,6
"723",1441841,6
"724",1441851,6
"725",1441852,6
"726",1441856,6
"727",1441859,6
"728",1441861,3
"729",1441878,6
"730",1441905,6
"731",1441919,6
"732",1441928,5
"733",1441936,5
"734",1441955,3
"735",1441956,6
"736",1441958,6
"737",1441966,6
"738",1441985,6
"739",1442030,6
"740",1442031,5
"741",1442036,6
"742",1442039,4
"743",1442045,2
"744",1442048,6
"745",1442059,5
"746",1442060,6
"747",1442095,6
"748",1442097,6
"749",1442119,5
"750",1442134,6
"751",1442161,6
"752",1442191,2
"753",1442210,6
"754",1442225,5
"755",1442230,6
"756",1442235,6
"757",1442238,5
"758",1442268,6
"759",1442273,3
"760",1442292,6
"761",1442300,3
"762",1442320,6
"763",1442324,0
"764",1442335,6
"765",1442355,6
"766",1442374,0
"767",1442380,6
"768",1442393,6
"769",1442431,6
"770",1442437,4
"771",1442445,2
"772",1442446,3
"773",1442453,6
"774",1442465,6
"775",1442467,3
"776",1442481,0
"777",1442503,3
"778",1442543,6
"779",1442546,6
"780",1442550,6
"781",1442561,6
"782",1442566,6
"783",1442575,5
"784",1442588,6
"785",1442599,4
"786",1442605,6
"787",1442635,5
"788",1442644,5
"789",1442665,5
"790",1442677,6
"791",1442683,5
"792",1442691,6
"793",1442696,6
"794",1442701,6
"795",1442729,6
"796",1442738,5
"797",1442739,4
"798",1442745,6
"799",1442767,6
"800",1442770,6
"801",1442820,6
"802",1442827,5
"803",1442852,6
"804",1442878,5
"805",1442898,6
"806",1442917,6
"807",1442943,3
"808",1442944,6
"809",1442951,4
"810",1442953,5
"811",1442968,6
"812",1442975,6
"813",1443003,6
"814",1443041,5
"815",1443042,6
"816",1443044,6
"817",1443068,5
"818",1443070,4
"819",1443091,6
"820",1443099,6
"821",1443101,5
"822",1443110,4
"823",1443116,5
"824",1443160,6
"825",1443171,6
"826",1443173,6
"827",1443201,6
"828",1443202,6
"829",1443206,6
"830",1443235,5
"831",1443263,6
"832",1443266,6
"833",1443267,6
"834",1443272,6
"835",1443273,6
"836",1443281,6
"837",1443316,5
"838",1443318,6
"839",1443334,1
"840",1443335,0
"841",1443366,6
"842",1443370,6
"843",1443384,6
"844",1443417,1
"845",1443464,4
"846",1443468,6
"847",1443485,5
"848",1443497,6
"849",1443520,6
"850",1443532,6
"851",1443537,6
"852",1443548,4
"853",1443550,6
"854",1443555,5
"855",1443586,6
"856",1443591,6
"857",1443600,6
"858",1443630,6
"859",1443664,6
"860",1443673,6
"861",1443689,5
"862",1443726,6
"863",1443736,6
"864",1443746,3
"865",1443752,6
"866",1443762,5
"867",1443796,6
"868",1443798,4
"869",1443807,6
"870",1443819,0
"871",1443840,6
"872",1443844,6
"873",1443856,4
"874",1443880,6
"875",1443882,6
"876",1443897,4
"877",1443901,6
"878",1443916,6
"879",1443927,6
"880",1443938,6
"881",1443971,6
"882",1443973,4
"883",1443974,5
"884",1443988,6
"885",1443991,4
"886",1444022,6
"887",1444028,5
"888",1444031,6
"889",1444033,6
"890",1444048,6
"891",1444053,6
"892",1444080,6
"893",1444084,6
"894",1444085,6
"895",1444088,0
"896",1444091,6
"897",1444097,6
"898",1444114,6
"899",1444121,6
"900",1444126,6
"901",1444127,4
"902",1444134,6
"903",1444176,6
"904",1444185,6
"905",1444195,6
"906",1444197,6
"907",1444200,6
"908",1444202,6
"909",1444215,6
"910",1444232,6
"911",1444240,5
"912",1444243,6
"913",1444245,6
"914",1444253,6
"915",1444257,6
"916",1444270,5
"917",1444277,4
"918",1444280,6
"919",1444298,6
"920",1444305,6
"921",1444307,6
"922",1444320,6
"923",1444330,6
"924",1444336,6
"925",1444354,0
"926",1444365,5
"927",1444368,6
"928",1444373,5
"929",1444378,6
"930",1444419,6
"931",1444436,6
"932",1444437,6
"933",1444438,5
"934",1444450,6
"935",1444461,6
"936",1444478,1
"937",1444492,3
"938",1444524,6
"939",1444559,6
"940",1444561,6
"941",1444565,5
"942",1444577,6
"943",1444580,6
"944",1444583,6
"945",1444584,0
"946",1444586,5
"947",1444600,6
"948",1444603,6
"949",1444604,6
"950",1444605,5
"951",1444636,3
"952",1444640,5
"953",1444658,6
"954",1444660,6
"955",1444663,4
"956",1444665,6
"957",1444670,6
"958",1444674,6
"959",1444695,6
"960",1444701,6
"961",1444703,6
"962",1444719,6
"963",1444740,6
"964",1444763,4
"965",1444778,6
"966",1444800,3
"967",1444802,6
"968",1444810,6
"969",1444822,5
"970",1444836,0
"971",1444862,6
"972",1444867,6
"973",1444870,6
"974",1444883,6
"975",1444890,0
"976",1444901,6
"977",1444914,5
"978",1444919,5
"979",1444921,5
"980",1444951,6
"981",1444964,6
"982",1444975,6
"983",1444983,6
"984",1444986,6
"985",1444999,6
"986",1445011,6
"987",1445032,5
"988",1445036,6
"989",1445051,2
"990",1445053,6
"991",1445058,6
"992",1445060,6
"993",1445061,6
"994",1445064,5
"995",1445070,6
"996",1445085,6
"997",1445101,6
"998",1445120,6
"999",1445124,4
"1000",1445146,5
"1001",1445150,2
"1002",1445154,6
"1003",1445166,6
"1004",1445168,6
"1005",1445183,6
"1006",1445186,5
"1007",1445208,6
"1008",1445234,6
"1009",1445266,6
"1010",1445271,5
"1011",1445292,6
"1012",1445316,6
"1013",1445318,3
"1014",1445328,6
"1015",1445335,6
"1016",1445346,6
"1017",1445379,3
"1018",1445382,6
"1019",1445389,6
"1020",1445392,6
"1021",1445400,6
"1022",1445409,6
"1023",1445414,6
"1024",1445456,6
"1025",1445457,6
"1026",1445468,5
"1027",1445472,5
"1028",1445476,5
"1029",1445520,6
"1030",1445553,0
"1031",1445558,6
"1032",1445575,6
"1033",1445586,6
"1034",1445591,5
"1035",1445597,6
"1036",1445612,6
"1037",1445613,2
"1038",1445621,3
"1039",1445628,6
"1040",1445637,5
"1041",1445639,5
"1042",1445640,6
"1043",1445657,6
"1044",1445686,6
"1045",1445691,6
"1046",1445726,6
"1047",1445744,6
"1048",1445758,6
"1049",1445764,0
"1050",1445767,5
"1051",1445775,6
"1052",1445776,6
"1053",1445781,5
"1054",1445784,5
"1055",1445785,5
"1056",1445791,6
"1057",1445792,6
"1058",1445829,6
"1059",1445837,3
"1060",1445863,6
"1061",1445874,5
"1062",1445880,6
"1063",1445889,6
"1064",1445892,4
"1065",1445899,6
"1066",1445938,6
"1067",1445942,4
"1068",1445947,6
"1069",1445948,1
"1070",1445960,6
"1071",1445965,6
"1072",1445968,6
"1073",1445969,6
"1074",1445970,4
"1075",1445976,5
"1076",1445982,6
"1077",1446000,6
"1078",1446021,5
"1079",1446023,5
"1080",1446027,6
"1081",1446030,6
"1082",1446059,5
"1083",1446067,6
"1084",1446095,6
"1085",1446104,6
"1086",1446119,5
"1087",1446126,6
"1088",1446135,6
"1089",1446137,6
"1090",1446147,6
"1091",1446149,6
"1092",1446172,1
"1093",1446180,6
"1094",1446190,2
"1095",1446191,6
"1096",1446213,6
"1097",1446215,5
"1098",1446217,3
"1099",1446218,5
"1100",1446227,6
"1101",1446231,6
"1102",1446246,6
"1103",1446262,6
"1104",1446271,5
"1105",1446276,6
"1106",1446285,5
"1107",1446306,6
"1108",1446309,2
"1109",1446310,5
"1110",1446320,6
"1111",1446322,0
"1112",1446337,6
"1113",1446339,6
"1114",1446353,6
"1115",1446357,6
"1116",1446358,4
"1117",1446373,6
"1118",1446375,6
"1119",1446376,4
"1120",1446380,5
"1121",1446387,6
"1122",1446397,6
"1123",1446401,6
"1124",1446402,6
"1125",1446407,6
"1126",1446420,6
"1127",1446422,6
"1128",1446423,6
"1129",1446439,6
"1130",1446442,4
"1131",1446482,5
"1132",1446484,6
"1133",1446488,6
"1134",1446495,6
"1135",1446497,6
"1136",1446500,6
"1137",1446520,6
"1138",1446523,6
"1139",1446533,5
"1140",1446545,6
"1141",1446572,6
"1142",1446579,5
"1143",1446591,4
"1144",1446593,5
"1145",1446599,6
"1146",1446615,0
"1147",1446634,5
"1148",1446646,6
"1149",1446650,6
"1150",1446665,5
"1151",1446676,6
"1152",1446681,6
"1153",1446690,4
"1154",1446695,6
"1155",1446715,5
"1156",1446723,6
"1157",1446737,6
"1158",1446744,6
"1159",1446746,5
"1160",1446747,6
"1161",1446754,6
"1162",1446756,6
"1163",1446798,4
"1164",1446801,5
"1165",1446804,6
"1166",1446806,6
"1167",1446814,6
"1168",1446821,6
"1169",1446850,5
"1170",1446852,6
"1171",1446854,0
"1172",1446865,5
"1173",1446867,5
"1174",1446879,6
"1175",1446881,6
"1176",1446907,4
"1177",1446911,6
"1178",1446913,6
"1179",1446947,6
"1180",1446952,6
"1181",1446967,6
"1182",1446974,6
"1183",1446983,1
"1184",1446989,6
"1185",1446990,5
"1186",1446995,6
"1187",1446997,6
"1188",1447007,6
"1189",1447009,6
"1190",1447012,6
"1191",1447031,5
"1192",1447039,6
"1193",1447046,5
"1194",1447054,6
"1195",1447055,6
"1196",1447064,4
"1197",1447074,6
"1198",1447096,5
"1199",1447106,5
"1200",1447115,6
"1201",1447120,6
"1202",1447121,4
"1203",1447136,3
"1204",1447141,6
"1205",1447144,5
"1206",1447158,5
"1207",1447169,3
"1208",1447189,1
"1209",1447190,6
"1210",1447195,6
"1211",1447228,6
"1212",1447231,6
"1213",1447232,6
"1214",1447237,3
"1215",1447244,5
"1216",1447258,3
"1217",1447264,0
"1218",1447269,5
"1219",1447275,5
"1220",1447281,6
"1221",1447312,1
"1222",1447314,6
"1223",1447350,6
"1224",1447356,5
"1225",1447384,6
"1226",1447408,4
"1227",1447413,5
"1228",1447424,6
"1229",1447432,6
"1230",1447437,6
"1231",1447438,6
"1232",1447442,0
"1233",1447447,6
"1234",1447455,5
"1235",1447458,6
"1236",1447468,6
"1237",1447473,6
"1238",1447479,5
"1239",1447519,5
"1240",1447526,6
"1241",1447530,6
"1242",1447533,6
"1243",1447536,6
"1244",1447555,3
"1245",1447556,0
"1246",1447563,6
"1247",1447580,6
"1248",1447586,6
"1249",1447594,6
"1250",1447610,6
"1251",1447615,6
"1252",1447620,5
"1253",1447635,5
"1254",1447649,0
"1255",1447650,5
"1256",1447660,6
"1257",1447662,5
"1258",1447670,6
"1259",1447683,6
"1260",1447684,6
"1261",1447693,6
"1262",1447703,6
"1263",1447705,3
"1264",1447713,5
"1265",1447721,6
"1266",1447727,6
"1267",1447736,5
"1268",1447762,6
"1269",1447768,6
"1270",1447772,4
"1271",1447777,2
"1272",1447778,5
"1273",1447782,5
"1274",1447789,5
"1275",1447790,6
"1276",1447793,6
"1277",1447809,6
"1278",1447820,6
"1279",1447831,6
"1280",1447837,3
"1281",1447846,5
"1282",1447850,6
"1283",1447859,6
"1284",1447886,6
"1285",1447902,5
"1286",1447908,6
"1287",1447913,2
"1288",1447922,6
"1289",1447929,5
"1290",1447935,6
"1291",1447939,6
"1292",1447944,6
"1293",1447945,1
"1294",1447963,5
"1295",1447967,6
"1296",1447994,6
"1297",1447995,6
"1298",1448005,5
"1299",1448015,5
"1300",1448024,3
"1301",1448026,6
"1302",1448035,6
"1303",1448097,5
"1304",1448105,6
"1305",1448106,5
"1306",1448115,6
"1307",1448117,4
"1308",1448124,6
"1309",1448131,3
"1310",1448133,6
"1311",1448138,5
"1312",1448152,6
"1313",1448165,6
"1314",1448168,2
"1315",1448179,6
"1316",1448189,6
"1317",1448208,6
"1318",1448220,6
"1319",1448222,3
"1320",1448224,6
"1321",1448225,3
"1322",1448255,6
"1323",1448257,6
"1324",1448259,1
"1325",1448261,5
"1326",1448290,6
"1327",1448295,6
"1328",1448302,6
"1329",1448305,3
"1330",1448329,6
"1331",1448331,6
"1332",1448342,5
"1333",1448345,6
"1334",1448348,6
"1335",1448360,6
"1336",1448366,6
"1337",1448369,0
"1338",1448385,0
"1339",1448388,0
"1340",1448397,4
"1341",1448403,6
"1342",1448408,5
"1343",1448444,6
"1344",1448459,6
"1345",1448468,6
"1346",1448473,6
"1347",1448478,6
"1348",1448480,1
"1349",1448493,5
"1350",1448498,6
"1351",1448501,6
"1352",1448513,4
"1353",1448520,6
"1354",1448533,6
"1355",1448558,5
"1356",1448580,5
"1357",1448590,5
"1358",1448598,6
"1359",1448605,6
"1360",1448631,6
"1361",1448634,6
"1362",1448657,5
"1363",1448664,3
"1364",1448673,6
"1365",1448678,5
"1366",1448696,6
"1367",1448705,6
"1368",1448712,6
"1369",1448722,5
"1370",1448727,6
"1371",1448763,4
"1372",1448770,6
"1373",1448775,5
"1374",1448777,4
"1375",1448797,5
"1376",1448806,6
"1377",1448821,6
"1378",1448838,3
"1379",1448867,6
"1380",1448870,6
"1381",1448873,6
"1382",1448879,6
"1383",1448881,6
"1384",1448909,6
"1385",1448914,6
"1386",1448943,6
"1387",1448949,5
"1388",1448995,6
"1389",1449003,5
"1390",1449021,2
"1391",1449048,5
"1392",1449051,2
"1393",1449052,6
"1394",1449053,6
"1395",1449055,6
"1396",1449063,6
"1397",1449085,6
"1398",1449099,6
"1399",1449102,4
"1400",1449106,6
"1401",1449123,5
"1402",1449131,6
"1403",1449176,6
"1404",1449197,6
"1405",1449199,6
"1406",1449202,0
"1407",1449203,5
"1408",1449217,6
"1409",1449219,0
"1410",1449221,6
"1411",1449287,6
"1412",1449288,6
"1413",1449292,6
"1414",1449316,6
"1415",1449322,2
"1416",1449329,6
"1417",1449337,5
"1418",1449369,5
"1419",1449373,6
"1420",1449385,6
"1421",1449386,3
"1422",1449387,6
"1423",1449402,6
"1424",1449404,6
"1425",1449408,5
"1426",1449412,6
"1427",1449439,5
"1428",1449444,5
"1429",1449466,6
"1430",1449471,6
"1431",1449477,6
"1432",1449483,5
"1433",1449503,6
"1434",1449504,6
"1435",1449521,6
"1436",1449525,6
"1437",1449531,5
"1438",1449537,0
"1439",1449538,0
"1440",1449546,6
"1441",1449560,6
"1442",1449587,6
"1443",1449594,6
"1444",1449611,2
"1445",1449627,6
"1446",1449628,6
"1447",1449634,4
"1448",1449657,4
"1449",1449658,6
"1450",1449666,6
"1451",1449667,6
"1452",1449673,6
"1453",1449689,6
"1454",1449707,4
"1455",1449714,6
"1456",1449715,6
"1457",1449729,4
"1458",1449742,6
"1459",1449750,5
"1460",1449763,6
"1461",1449766,6
"1462",1449769,6
"1463",1449770,6
"1464",1449794,6
"1465",1449798,5
"1466",1449801,6
"1467",1449805,6
"1468",1449809,4
"1469",1449811,6
"1470",1449827,5
"1471",1449844,6
"1472",1449857,6
"1473",1449866,6
"1474",1449883,5
"1475",1449887,6
"1476",1449904,6
"1477",1449907,6
"1478",1449922,0
"1479",1449949,6
"1480",1449959,5
"1481",1449972,5
"1482",1449979,6
"1483",1449984,6
"1484",1449999,6
"1485",1450002,6
"1486",1450009,6
"1487",1450039,6
"1488",1450040,6
"1489",1450061,6
"1490",1450073,5
"1491",1450099,6
"1492",1450107,6
"1493",1450120,6
"1494",1450142,6
"1495",1450168,6
"1496",1450190,6
"1497",1450204,1
