"","ran.mdt.5","ran.mdt.6","ran.mdt.29","ran.mpt.5","ran.mpt.6","ran.mpt.29","ran.cabat.5","ran.cabat.6","ran.cabat.29"
"1",0.173619490729799,0.409047014428054,0.339591521568859,0.337410734735566,0.384521118370413,0.444701806343874,0.149023728527049,0.15450114370301,0.188441929794955
"2",0.221214976776865,0.351332225365326,0.314108378167494,0.39026860676968,0.507419498393932,0.419733363070423,0.243856224249913,0.273962678827363,0.171578900502562
"3",0.131265760462609,0.397108028860359,0.297963041120469,0.023082132696615,0.597274795967964,0.406385375392208,-0.146323856320992,0.3007274081597,0.1890236145863
"4",0.425151372312166,0.0179647611102855,0.407121404676388,0.598294213430064,0.0747053050260052,0.472131080662987,0.286540186752846,-0.0705646327330104,0.245432936761707
"5",0.432735021385049,0.500825571814487,0.157613635596672,0.615294245574741,0.516641561942817,0.234875756193966,0.298952852095463,0.226951418748962,0.066713407029199
"6",0.40377105580031,0.0326682506484726,0.335175523026034,0.614443616422662,0.0557368183003469,0.38193405443782,0.306575636482593,-0.115202180677072,0.174520499802675
"7",0.425483853315485,0.331911715918914,0.228245513067662,0.624212038717331,0.501892025650885,0.267522478603115,0.308121938370425,0.250585826725921,0.0778313758804029
"8",0.159988562163523,0.408444528636095,0.330207239756367,0.284882998859051,0.546338116120146,0.434252581516929,0.119200671261553,0.259604767476687,0.181231675260652
"9",0.263643527997495,0.438932102125738,0.311060782214644,0.378546523550579,0.401702300229298,0.42738555996522,0.207756792345462,0.20181108377783,0.177114203807987
"10",0.567577321881765,0.419060559947284,0.273690724457825,0.473824146904057,0.503783078727488,0.410640709794106,0.226307697790471,0.267860050615944,0.167543281694062
"11",0.427033476574433,0.402528986246169,0.302099998008155,0.332589434645648,0.460760225173838,0.42391126817796,0.116974489133055,0.198001924001013,0.181176835438247
"12",0.293678070301899,0.437783207414066,0.309993787293506,0.435052545904277,0.542487526537177,0.387157374779983,0.164263520947798,0.267118281746183,0.182124297010869
"13",0.294924883253859,0.0575136275517327,0.369798254030098,0.500048804008323,0.0520763203189803,0.499200608288132,0.248763488573416,-0.123359800303694,0.241850697093298
"14",0.444851094895975,-0.0539262384993207,0.371573265177901,0.450131419428322,-0.0418149617872806,0.509821904062012,0.200606182746136,-0.1901349892239,0.249199286628783
"15",-0.0784685175763594,0.195602299360278,0.414713601235398,-0.125309239163404,0.321603358540844,0.551884603967247,-0.247317362907502,0.144812870151577,0.269632206662854
"16",0.619639606980836,0.592935413559913,0.282233988190967,0.394580619445359,0.462374993970405,0.423040800292221,0.151081761592244,0.205829737629672,0.180619802613285
"17",0.144504279012318,0.472543604877368,0.327937478664728,0.254629006896203,0.508342239835228,0.447413076470341,0.0950662907148703,0.221639505551384,0.1924996201874
"18",0.185707210107626,0.00171443765907447,0.415571519249847,0.270826862568017,-0.0367614817441089,0.566950165084386,0.108552567785748,-0.182293647384762,0.280337209478548
"19",-0.0580496935975664,0.264523043247625,0.389159708869458,-0.0281675697114306,0.435098907799251,0.510832296998966,-0.180928248551529,0.284194255799226,0.241859637142682
"20",0.412915043820972,0.412312900478162,0.224906002905963,0.610858819258056,0.579073076997496,0.265692151293688,0.302193139603982,0.310404863748697,0.0729694305143622
"21",0.247581668403849,0.407817131360714,0.233478478448147,0.45975115494811,0.61476226950551,0.252015791162159,0.186466287101863,0.306465486530971,0.0687039932271993
"22",0.3076280281543,0.480553180775586,0.297178903510449,0.413172023481679,0.415637863765591,0.424446900939108,0.208287238948813,0.178436468362555,0.178387505324783
"23",0.624789933839808,0.222500575880145,0.297456193274254,0.424475616920678,0.315320173038752,0.428512748378868,0.193544364040575,0.195889165277731,0.178452334813375
"24",0.67960860947057,0.519301279649305,0.282626070542376,0.434017160660589,0.404622204354622,0.423303528094915,0.181589018565522,0.160292859858921,0.180847936990591
"25",0.573039216982313,0.196179408329479,0.31137649838188,0.423116575378209,0.322780127274434,0.451577580871815,0.175096525220516,0.130294806019436,0.19484530212745
"26",0.603826559516997,0.280828470913395,0.282079925162378,0.460051825357199,0.448254047655209,0.416904699068673,0.179149279752445,0.261748985179129,0.173416226898346
"27",0.00704950280914605,0.143347539672084,0.430322785820936,-0.0168971550350386,0.293218166303826,0.562859988717647,-0.166476316394164,0.127004826044232,0.276805272582646
"28",0.32438211649764,0.507185887126023,0.303232729559877,0.509362101850708,0.494405679897182,0.41688261207764,0.341717517093501,0.207945048205135,0.172965916649658
"29",0.285591404554939,0.52462132461405,0.314210393481142,0.439026601968081,0.443578178339805,0.401142068802159,0.169894959176509,0.180900519109653,0.192207782969678
"30",0.458228864926977,0.334305891976504,0.302004319873282,0.571664458146289,0.532317974654276,0.405146138537534,0.298791462686015,0.274876831033982,0.165050471739483
"31",0.445385271753777,0.424793933587792,0.221052671259206,0.461096899748375,0.611170863317829,0.28853385451089,0.211813881046686,0.300913361691079,0.092913875920771
"32",0.314944495630687,0.601659189724326,0.274521484129917,0.349334389278194,0.46445478070673,0.424624001364183,0.181694085363371,0.187648901613749,0.178957655978627
"33",0.541154592465809,0.421584906392591,0.186019846832082,0.381727273898062,0.620185544338425,0.267300452145337,0.154439679563791,0.307912614721621,0.0788181453435493
"34",0.516853536863122,0.447013185059515,0.286592983545875,0.427384066906383,0.507112538577901,0.419030707260195,0.200065687448351,0.318658329564782,0.172095561058576
"35",0.292189133980602,0.312978396132677,0.319093372715144,0.340686686970184,0.468897531458535,0.448623185008434,0.153139048646046,0.223414789986618,0.186167342679686
"36",0.363842991840889,0.0617355089608616,0.362459537273356,0.449317172036483,0.0313833046377258,0.503950015598372,0.240669876086578,-0.133525063583252,0.243294812485276
"37",-0.0648502367058319,0.277132734892758,0.383897742100733,-0.054096578083446,0.397774409486182,0.512712308351286,-0.199090285744854,0.265840958677887,0.244135033504914
"38",-0.036393939806055,0.414219137964659,0.36685833382425,-0.0506532927769028,0.578923240330651,0.495771030432966,-0.19888436299029,0.305602051961982,0.238102818304683
"39",0.640792474632806,0.618115371572057,0.268940918517192,0.48512607747478,0.435640387260734,0.417446072361113,0.235506943237179,0.159975988784134,0.17672221195755
"40",0.406348390601307,0.252928181197166,0.2526436840524,0.610979694481062,0.421121858251736,0.291855098755149,0.301418988773282,0.268084383761386,0.085527795258338
"41",0.120096456359009,0.421053376512441,0.274757291953099,0.00153315977740232,0.602139362339278,0.402136379973944,-0.161137813245004,0.296703955847001,0.191790257299433
"42",0.158390994561675,0.11061524428713,0.4097323457096,0.286388609366509,0.0416844027554057,0.569228421866396,0.123213712258462,-0.106015986398233,0.278219525909497
"43",0.301019343715279,0.298818188523115,0.328081074327289,0.454868792352829,0.442202580067727,0.380065083218018,0.179986457109935,0.17433078589022,0.180996499245155
"44",0.0184867959051516,0.688656050143147,0.386814452449888,0.0792869451121171,0.450444710808899,0.556011751276871,-0.0621925438786744,0.172698116551444,0.276647849737239
"45",0.673791168978846,0.346975437765845,0.297392122014927,0.525086610183454,0.531408576142179,0.412011045079511,0.208198640096086,0.266336939473332,0.17303458012835
"46",0.132390308206634,0.257136018352847,0.35627136433725,0.280612091248306,0.413371980909135,0.456073804518092,0.143477615390643,0.209316299636383,0.186619545474525
"47",0.13736429882998,0.432392818590878,0.333152196855378,0.282368744846692,0.514100231551588,0.440726747666738,0.125388248190979,0.25601400930475,0.182342756330966
"48",-0.0196889072317349,0.390562660245454,0.372600512484732,-0.0357072659801014,0.419552204562867,0.513485957127873,-0.173419538038171,0.182515094279851,0.249393604862617
"49",0.442642137459703,0.563279374591254,0.282541431453557,0.438284578673162,0.401935634274695,0.424891807347165,0.228157893837238,0.127029939315481,0.184241169242706
"50",0.587075468312597,0.374829804123354,0.286624530328173,0.435210863870106,0.47471817548551,0.420242958319457,0.152356306428771,0.246108463181909,0.18005216999777
"51",0.466416194509934,0.291019229456029,0.330917061018543,0.516235880074813,0.4256722846805,0.416164615743264,0.316056806677376,0.167339248520274,0.189645436591561
"52",-0.0184355238837005,0.224993137418703,0.379001949196531,-0.0144941905901808,0.468382818765318,0.502878824884151,-0.159540190261653,0.223841615396625,0.24150942822674
"53",0.39695186237366,0.308135607806659,0.304125526086478,0.352916872946014,0.453297674917511,0.428924731907444,0.163963143164428,0.249680656703957,0.179529053236803
"54",0.386602509486618,0.355138598203244,0.304410012855544,0.48546616767405,0.593246460522863,0.409379760455173,0.208469094089731,0.360236979246027,0.168245817091041
"55",0.172204418701034,0.172189686233035,0.345260379650729,0.282695346233526,0.38246302400705,0.451966277452188,0.127214301477205,0.168609405197817,0.190773174698675
"56",0.194407796816631,0.627888839341497,0.293155157462859,0.31561834900317,0.386376941935727,0.43080867698146,0.206544324600609,0.153225380667796,0.180951279629411
"57",0.577608942787562,0.190840572834643,0.305787115520001,0.47516904852687,0.338844152920046,0.424974658633976,0.217351107386969,0.207929234758519,0.176897697829419
"58",0.428391487722463,0.0519527425126862,0.396621325417927,0.611406104647279,0.104633159099629,0.473313815571705,0.301920693863606,-0.0513344344176695,0.233908071150109
"59",0.000555529491812951,0.40936403705248,0.337527013961114,0.00926031752530427,0.622136554776902,0.39179800052455,-0.145018210105841,0.310594124778996,0.179538211570003
"60",0.421860909967058,0.180565853641907,0.274193910256589,0.619627754463229,0.328998573091396,0.292582480562111,0.303441154378201,0.153302934181715,0.0838320609230996
"61",0.439624886681964,0.319311494087134,0.300519195011282,0.472790694058969,0.56846427370086,0.40330304680524,0.221680103137181,0.301113683782843,0.163560649323041
"62",-0.0369292199933076,0.510686438544368,0.350779969087309,-0.0925458294170849,0.540286660219295,0.502297946236938,-0.234723354542632,0.245951967355729,0.247327560844477
"63",0.0095741407165122,0.416146872540808,0.338435369095992,0.0625469778577415,0.615318890035481,0.396131939237011,-0.103797492616033,0.303775781513743,0.182465952449438
"64",0.0699993943319996,0.511712073203902,0.401529579324055,0.159080312113528,0.47712167722486,0.545664831492821,-0.00925026700974195,0.194591416524237,0.271659240437342
"65",0.418125567396474,0.187340896451456,0.250477126853301,0.614748344827363,0.396847095829484,0.300222363026552,0.304020242440485,0.174933433682008,0.0999156256001229
"66",0.380469559304735,0.336148172067328,0.299371194790849,0.589557762229791,0.350535771995327,0.435541315519532,0.30629434969644,0.141589982113218,0.184015800947346
"67",0.419290830263015,0.218730845393323,0.32831039711686,0.527178286546876,0.352212016251873,0.433394155110441,0.271482295421488,0.147279271016769,0.180982114478613
"68",0.0903270864215633,0.405840638087499,0.308316639145595,0.0515477301850234,0.597166255745143,0.399186662311265,-0.127706255983383,0.305618038870286,0.179477079460674
"69",0.418627925888753,0.0583170877782552,0.327036297941798,0.629026402053358,0.0745050529477836,0.386790795025283,0.315487635881585,-0.101099869013709,0.18001980035315
"70",0.137062312061756,0.321570368812809,0.323091966610975,0.306273223510564,0.425810943341566,0.430760749841449,0.159496281848618,0.234335200734857,0.176734134441962
"71",0.279446172701647,0.383407815261698,0.313993702050343,0.309811886643042,0.576917378251393,0.437866108790696,0.1210703910275,0.305115945339209,0.183799679292648
"72",0.0546285858524214,0.64295901097062,0.353573843664428,0.128838802678111,0.39247981594075,0.500217036922499,-0.0618915443911157,0.145824903494156,0.244135011136543
"73",0.489085534289468,0.346315947135601,0.298597113122064,0.535156068579574,0.419330889651591,0.415283020474191,0.269939567963133,0.250362939166617,0.171713348826426
"74",0.512413500355958,0.641313908049575,0.284427818373586,0.379360953889013,0.371944035340004,0.427893538737308,0.137354946802517,0.116957312776684,0.185552810959756
"75",0.515041262327771,0.140499275218801,0.341401826959459,0.426849977521471,0.300011398976378,0.451568521572149,0.160512883819926,0.131271765482888,0.192466465577434
"76",0.170260152346612,0.446735930610178,0.327463824134906,0.292730940040405,0.532556000453009,0.438848117976981,0.117155699980875,0.280476950682602,0.182272434740924
"77",-0.0419600322871989,0.373114530647497,0.371486691821262,-0.0825189937236534,0.536607216999753,0.506547127345389,-0.218493654030141,0.302651826101598,0.244145722056841
"78",0.602302033778599,0.270286762635447,0.293997969849309,0.470235488214019,0.486118262443435,0.41738499381247,0.221438192814327,0.245570451709259,0.174640910695838
"79",0.266252447397293,0.340203242732674,0.311492812836104,0.353693042375135,0.443252725103097,0.424403089527793,0.128032128996737,0.244705861058363,0.176110628019097
"80",0.184735126797974,-0.00246577872330597,0.415722727044075,0.281081268441522,-0.00347417661278682,0.556593466063313,0.105978179796606,-0.142520143894857,0.27340170677976
"81",0.495925830405073,0.0181648350901386,0.368732791671729,0.420381707559771,0.0397736437622065,0.511316818907332,0.212737697796312,-0.117005315301571,0.246373304687619
"82",0.27299608969838,0.402057967170437,0.306572897749349,0.526911546397552,0.481887187019421,0.412976934428248,0.303996895237721,0.215286759089459,0.170894662325639
"83",0.193208280978424,0.232481143116063,0.350164079408041,0.35521335018441,0.414875015346121,0.442280060361733,0.162296342773025,0.204736400542744,0.183252342837566
"84",0.499372657083768,0.486445898580411,0.289674041164238,0.376135640493706,0.514209162791414,0.418545782500395,0.15628516382018,0.234185621054978,0.177162763775904
"85",0.326196448504632,-0.0161153866083678,0.370717464639774,0.393328547310438,-0.0487700877559503,0.511172922900268,0.179083023407279,-0.193849038973473,0.248136880099954
"86",0.120928309473827,0.300772979213582,0.353806420000828,0.283397986922013,0.478133473025119,0.447838964089991,0.120831159647719,0.215835272617924,0.189437246536575
"87",0.301116085191978,0.341319452199403,0.310629420694226,0.317378706099317,0.337839314779068,0.431008452403999,0.0845932681013006,0.154397967994867,0.184093182381744
